age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
18.0,Local-gov,57529.375,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,35.0,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,37.5,United-States,>50K
18.0,Private,57529.375,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,37.5,United-States,>50K
18.0,Private,34918.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,32.5,Germany,<=50K
18.0,Local-gov,57529.375,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,37.5,United-States,>50K
18.0,Private,57529.375,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,37.5,United-States,<=50K
18.0,Federal-gov,57529.375,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,37.5,United-States,>50K
18.0,Private,57529.375,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37.5,Ecuador,<=50K
18.0,Private,57529.375,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Local-gov,57529.375,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Never-married,Tech-support,Unmarried,Black,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,32.5,United-States,<=50K
18.0,Self-emp-inc,57424.0,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,3464,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,37.5,United-States,>50K
18.0,Private,57529.375,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4386,0,37.5,United-States,>50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,37.5,Laos,<=50K
18.0,Private,57529.375,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,33.0,United-States,<=50K
18.0,Private,57529.375,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Self-emp-inc,34987.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7298,0,35.0,Taiwan,>50K
18.0,Private,57529.375,Some-college,10,Never-married,Prof-specialty,Own-child,Black,Female,0,0,32.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,37.5,United-States,>50K
18.0,Private,57529.375,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,37.5,Mexico,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,32.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,50356.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,11th,7,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Assoc-voc,11,Never-married,Prof-specialty,Own-child,Black,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,37.5,United-States,>50K
18.0,Self-emp-not-inc,57529.375,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,2050,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Local-gov,57529.375,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,0,0,37.5,Mexico,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Sales,Unmarried,Black,Male,0,0,32.5,Haiti,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,37.5,United-States,>50K
18.0,State-gov,57529.375,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,32.5,United-States,<=50K
18.0,State-gov,57529.375,Some-college,10,Never-married,Protective-serv,Own-child,Black,Female,0,0,37.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,36135.0,11th,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Assoc-acdm,12,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,32.5,Iran,<=50K
18.0,Private,57529.375,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Local-gov,57529.375,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Federal-gov,57529.375,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,11th,7,Widowed,Other-service,Unmarried,Other,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35.0,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37.5,Portugal,<=50K
18.0,Private,57529.375,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,1564,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,37.5,United-States,<=50K
18.0,Federal-gov,57529.375,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,32.5,United-States,<=50K
18.0,State-gov,57529.375,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,37.5,United-States,<=50K
18.0,Local-gov,57529.375,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,35633.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,5th-6th,3,Divorced,Craft-repair,Not-in-family,White,Female,0,2339,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Local-gov,57529.375,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2415,32.5,United-States,>50K
18.0,Private,25429.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,37.5,United-States,>50K
18.0,Private,57529.375,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,State-gov,57529.375,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Prof-specialty,Other-relative,White,Female,0,0,35.0,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Self-emp-inc,57529.375,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,State-gov,57529.375,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,2179,37.5,Puerto-Rico,<=50K
18.0,Private,57529.375,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,37.5,United-States,>50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Local-gov,42346.0,Some-college,10,Divorced,Other-service,Not-in-family,Black,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,37.5,United-States,>50K
18.0,State-gov,57529.375,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,37.5,Mexico,<=50K
18.0,Private,57529.375,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,32.5,United-States,<=50K
18.0,Local-gov,57529.375,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,37.5,United-States,<=50K
18.0,State-gov,57529.375,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,2176,0,32.5,United-States,<=50K
18.0,State-gov,57529.375,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,10th,6,Never-married,Craft-repair,Unmarried,White,Female,0,0,35.0,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Federal-gov,57529.375,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,1408,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,37.5,Dominican-Republic,<=50K
18.0,Self-emp-inc,57529.375,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Local-gov,57529.375,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,11th,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,37.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,2174,0,37.5,United-States,<=50K
18.0,Private,29662.0,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,32.5,United-States,>50K
18.0,Private,57529.375,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,1980,37.5,Philippines,<=50K
18.0,Private,57529.375,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Local-gov,57529.375,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Male,594,0,37.5,United-States,<=50K
18.0,Local-gov,57529.375,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Local-gov,57529.375,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,45857.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,32.5,United-States,<=50K
18.0,Federal-gov,57529.375,HS-grad,9,Never-married,Armed-Forces,Own-child,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,9th,5,Never-married,Craft-repair,Other-relative,White,Male,0,0,37.5,Mexico,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,35.0,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Widowed,Exec-managerial,Unmarried,Black,Female,0,0,37.5,United-States,<=50K
18.0,Private,56915.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,37.5,United-States,<=50K
18.0,Self-emp-inc,57529.375,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,37.5,United-States,>50K
18.0,Self-emp-not-inc,57529.375,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,37.5,United-States,>50K
18.0,Private,57529.375,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,37.5,United-States,<=50K
18.0,Private,54012.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Assoc-acdm,12,Never-married,Farming-fishing,Own-child,White,Male,0,0,37.5,United-States,<=50K
18.0,Local-gov,57529.375,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,1st-4th,2,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,35598.0,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,33983.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,37.5,United-States,>50K
18.0,Private,57529.375,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,32.5,United-States,>50K
18.0,Private,57529.375,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,49401.0,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,9th,5,Never-married,Other-service,Not-in-family,White,Male,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,35.0,United-States,<=50K
18.0,Private,57529.375,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37.5,Portugal,<=50K
18.0,Self-emp-not-inc,57529.375,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32.5,United-States,<=50K
18.0,State-gov,57529.375,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,12th,8,Never-married,Prof-specialty,Other-relative,Black,Male,594,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,1st-4th,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35.0,United-States,<=50K
18.0,Local-gov,57529.375,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Local-gov,57529.375,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
18.0,Federal-gov,57529.375,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,32220.0,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32.5,United-States,<=50K
