Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002877,Male,Yes,1,Graduate,No,1782.0,2232.0,107.0,360.0,1,Rural,Y
LP002888,Male,No,0,Graduate,No,3182.0,2917.0,161.0,360.0,1,Urban,Y
LP002892,Male,Yes,2,Graduate,No,6540.0,0.0,205.0,360.0,1,Semiurban,Y
LP002893,Male,No,0,Graduate,No,1836.0,33837.0,90.0,360.0,1,Urban,N
LP002894,Female,Yes,0,Graduate,No,3166.0,0.0,36.0,360.0,1,Semiurban,Y
LP002898,Male,Yes,1,Graduate,No,1880.0,0.0,61.0,360.0,1,Rural,N
LP002911,Male,Yes,1,Graduate,No,2787.0,1917.0,146.0,360.0,0,Rural,N
LP002912,Male,Yes,1,Graduate,No,4283.0,3000.0,172.0,84.0,1,Rural,N
LP002916,Male,Yes,0,Graduate,No,2297.0,1522.0,104.0,360.0,1,Urban,Y
LP002917,Female,No,0,Not Graduate,No,2165.0,0.0,70.0,360.0,1,Semiurban,Y
LP002925,Male,No,0,Graduate,No,4750.0,0.0,94.0,360.0,1,Semiurban,Y
LP002926,Male,Yes,2,Graduate,Yes,2726.0,0.0,106.0,360.0,0,Semiurban,N
LP002928,Male,Yes,0,Graduate,No,3000.0,3416.0,56.0,180.0,1,Semiurban,Y
LP002931,Male,Yes,2,Graduate,Yes,6000.0,0.0,205.0,240.0,1,Semiurban,N
LP002933,Male,No,3,Graduate,Yes,9357.0,0.0,292.0,360.0,1,Semiurban,Y
LP002936,Male,Yes,0,Graduate,No,3859.0,3300.0,142.0,180.0,1,Rural,Y
LP002938,Male,Yes,0,Graduate,Yes,16120.0,0.0,260.0,360.0,1,Urban,Y
LP002940,Male,No,0,Not Graduate,No,3833.0,0.0,110.0,360.0,1,Rural,Y
LP002941,Male,Yes,2,Not Graduate,Yes,6383.0,1000.0,187.0,360.0,1,Rural,N
LP002943,Male,No,0,Graduate,No,2987.0,0.0,88.0,360.0,0,Semiurban,N
LP002945,Male,Yes,0,Graduate,Yes,9963.0,0.0,180.0,360.0,1,Rural,Y
LP002948,Male,Yes,2,Graduate,No,5780.0,0.0,192.0,360.0,1,Urban,Y
LP002949,Female,No,3,Graduate,No,416.0,41667.0,350.0,180.0,1,Urban,N
LP002950,Male,Yes,0,Not Graduate,No,2894.0,2792.0,155.0,360.0,1,Rural,Y
LP002953,Male,Yes,3,Graduate,No,5703.0,0.0,128.0,360.0,1,Urban,Y
LP002958,Male,No,0,Graduate,No,3676.0,4301.0,172.0,360.0,1,Rural,Y
LP002959,Female,Yes,1,Graduate,No,12000.0,0.0,496.0,360.0,1,Semiurban,Y
LP002960,Male,Yes,0,Not Graduate,No,2400.0,3800.0,120.0,180.0,1,Urban,N
LP002961,Male,Yes,1,Graduate,No,3400.0,2500.0,173.0,360.0,1,Semiurban,Y
LP002964,Male,Yes,2,Not Graduate,No,3987.0,1411.0,157.0,360.0,1,Rural,Y
LP002974,Male,Yes,0,Graduate,No,3232.0,1950.0,108.0,360.0,1,Rural,Y
LP002978,Female,No,0,Graduate,No,2900.0,0.0,71.0,360.0,1,Rural,Y
LP002979,Male,Yes,3,Graduate,No,4106.0,0.0,40.0,180.0,1,Rural,Y
LP002983,Male,Yes,1,Graduate,No,8072.0,240.0,253.0,360.0,1,Urban,Y
LP002984,Male,Yes,2,Graduate,No,7583.0,0.0,187.0,360.0,1,Urban,Y
LP002990,Female,No,0,Graduate,Yes,4583.0,0.0,133.0,360.0,0,Semiurban,N
LP003002,Male,Yes,0,Not Graduate,Yes,8295.0,6148.0,330.0,360.0,0,Urban,Y
LP003002,Female,Yes,2,Graduate,No,13525.0,6635.0,217.0,180.0,0,Urban,Y
LP003020,Female,Yes,2,Not Graduate,No,8814.0,5830.0,492.0,180.0,0,Urban,N
LP003028,Female,No,2,Graduate,No,1940.0,9321.0,303.0,360.0,0,Urban,N
LP003029,Female,Yes,0,Graduate,Yes,17556.0,9346.0,298.0,180.0,0,Semiurban,Y
LP003029,Male,Yes,0,Graduate,Yes,6451.0,3274.0,353.0,240.0,1,Semiurban,N
LP003037,Male,Yes,1,Not Graduate,No,12961.0,4864.0,448.0,240.0,0,Rural,N
LP003052,Female,Yes,0,Graduate,Yes,7517.0,9090.0,356.0,240.0,0,Urban,Y
LP003055,Female,No,3,Not Graduate,No,7589.0,4738.0,394.0,240.0,1,Urban,N
LP003062,Male,No,2,Graduate,Yes,14680.0,3272.0,237.0,360.0,0,Urban,Y
LP003067,Male,No,0,Graduate,Yes,9735.0,2319.0,147.0,360.0,1,Semiurban,Y
LP003082,Female,No,0,Not Graduate,Yes,12844.0,4667.0,42.0,240.0,1,Semiurban,N
LP003084,Male,Yes,0,Not Graduate,No,13239.0,1989.0,453.0,360.0,0,Urban,Y
LP003089,Male,Yes,1,Graduate,Yes,5196.0,9698.0,446.0,180.0,1,Urban,Y
LP003093,Male,Yes,1,Graduate,No,18483.0,4698.0,169.0,180.0,0,Semiurban,Y
LP003098,Female,No,2,Graduate,No,12906.0,2791.0,123.0,360.0,0,Semiurban,N
LP003099,Female,Yes,1,Not Graduate,Yes,7657.0,924.0,142.0,180.0,0,Semiurban,Y
LP003103,Male,No,2,Not Graduate,No,9952.0,8631.0,458.0,360.0,1,Urban,Y
LP003103,Female,No,2,Not Graduate,Yes,15868.0,5843.0,245.0,180.0,0,Urban,Y
LP003104,Male,Yes,3,Graduate,Yes,2111.0,3009.0,76.0,180.0,0,Rural,Y
LP003108,Male,No,2,Not Graduate,Yes,5526.0,7794.0,106.0,240.0,1,Urban,Y
LP003133,Female,Yes,0,Not Graduate,Yes,9017.0,6281.0,293.0,360.0,1,Urban,N
LP003135,Female,No,0,Not Graduate,No,3548.0,1366.0,482.0,180.0,1,Semiurban,N
LP003137,Male,Yes,2,Graduate,Yes,8139.0,3494.0,483.0,180.0,1,Urban,N
LP003139,Male,No,2,Not Graduate,Yes,7550.0,6443.0,20.0,360.0,1,Semiurban,N
LP003139,Female,No,3,Graduate,No,10904.0,9023.0,334.0,180.0,0,Urban,Y
LP003140,Female,No,3,Not Graduate,No,8577.0,5707.0,445.0,240.0,1,Urban,N
LP003143,Female,Yes,0,Not Graduate,Yes,12972.0,909.0,173.0,360.0,1,Rural,Y
LP003146,Male,Yes,3,Not Graduate,Yes,11090.0,6451.0,139.0,180.0,0,Urban,N
LP003148,Female,Yes,0,Not Graduate,No,17914.0,4563.0,98.0,180.0,1,Semiurban,Y
LP003152,Female,Yes,3,Not Graduate,No,9208.0,852.0,429.0,180.0,0,Rural,N
LP003164,Male,No,3,Not Graduate,Yes,9482.0,4375.0,124.0,180.0,1,Semiurban,Y
LP003172,Female,Yes,1,Graduate,Yes,18323.0,8376.0,186.0,360.0,0,Semiurban,Y
LP003180,Male,No,2,Graduate,Yes,7840.0,1930.0,486.0,240.0,0,Semiurban,N
LP003191,Female,Yes,1,Graduate,Yes,18660.0,9787.0,157.0,240.0,0,Rural,Y
LP003203,Female,Yes,2,Not Graduate,No,8669.0,5131.0,243.0,180.0,1,Semiurban,Y
LP003233,Female,Yes,2,Not Graduate,Yes,7900.0,9805.0,99.0,240.0,0,Urban,N
LP003244,Male,No,0,Graduate,Yes,12191.0,2431.0,405.0,360.0,1,Semiurban,Y
LP003246,Female,Yes,2,Graduate,No,19282.0,8621.0,489.0,360.0,0,Urban,N
LP003269,Male,Yes,0,Graduate,Yes,8063.0,4017.0,155.0,360.0,1,Rural,Y
LP003270,Female,No,3,Not Graduate,Yes,19403.0,4106.0,370.0,360.0,0,Urban,Y
LP003275,Female,No,1,Graduate,Yes,11600.0,9034.0,217.0,360.0,0,Urban,Y
LP003281,Male,Yes,2,Graduate,Yes,6306.0,7736.0,374.0,240.0,0,Rural,N
LP003289,Male,Yes,3,Not Graduate,No,19272.0,102.0,60.0,360.0,1,Semiurban,N
LP003290,Female,No,3,Graduate,Yes,14187.0,8008.0,71.0,240.0,0,Rural,Y
LP003297,Male,Yes,3,Not Graduate,No,17413.0,5002.0,442.0,240.0,0,Rural,Y
LP003301,Female,No,1,Graduate,No,15540.0,4550.0,273.0,360.0,1,Semiurban,Y
LP003306,Male,Yes,2,Not Graduate,No,11581.0,7578.0,178.0,180.0,0,Rural,N
LP003314,Female,No,1,Not Graduate,No,8414.0,6569.0,127.0,360.0,0,Urban,N
LP003323,Female,No,1,Not Graduate,Yes,10310.0,272.0,463.0,240.0,1,Urban,N
LP003327,Female,Yes,3,Not Graduate,No,4863.0,2581.0,186.0,180.0,0,Urban,N
LP003339,Female,No,2,Not Graduate,No,2711.0,2092.0,118.0,180.0,1,Urban,Y
LP003339,Male,No,1,Not Graduate,No,1735.0,9045.0,193.0,360.0,0,Rural,N
LP003346,Female,Yes,2,Graduate,No,10001.0,2074.0,385.0,180.0,1,Urban,Y
LP003366,Female,No,0,Graduate,Yes,5794.0,5020.0,23.0,180.0,1,Urban,N
LP003367,Female,Yes,3,Not Graduate,No,18854.0,5287.0,32.0,240.0,1,Rural,Y
LP003369,Female,Yes,3,Not Graduate,No,17011.0,1891.0,266.0,240.0,0,Urban,N
LP003371,Female,No,2,Not Graduate,Yes,6317.0,9945.0,394.0,240.0,0,Urban,Y
LP003377,Male,Yes,2,Not Graduate,No,14605.0,4423.0,127.0,240.0,0,Rural,Y
LP003395,Male,Yes,1,Not Graduate,No,18477.0,5295.0,64.0,240.0,1,Rural,Y
LP003397,Female,Yes,3,Graduate,Yes,6533.0,238.0,236.0,360.0,1,Rural,N
LP003413,Male,Yes,3,Graduate,No,17790.0,5799.0,240.0,360.0,1,Urban,Y
LP003417,Female,Yes,1,Not Graduate,Yes,8003.0,1619.0,375.0,240.0,1,Rural,Y
LP003429,Male,No,2,Graduate,Yes,10258.0,8853.0,208.0,360.0,1,Rural,Y
LP003431,Female,Yes,0,Graduate,Yes,5621.0,9634.0,83.0,360.0,1,Urban,N
LP003435,Female,Yes,3,Not Graduate,No,12045.0,7182.0,173.0,180.0,0,Urban,Y
LP003435,Male,No,2,Not Graduate,Yes,16644.0,7507.0,69.0,360.0,1,Urban,N
LP003438,Female,No,1,Not Graduate,Yes,19357.0,9563.0,122.0,360.0,1,Rural,Y
LP003441,Male,No,0,Graduate,No,11216.0,6590.0,197.0,180.0,1,Rural,Y
LP003443,Male,No,2,Graduate,Yes,17134.0,6351.0,372.0,240.0,1,Semiurban,N
LP003461,Female,Yes,0,Graduate,Yes,18067.0,8280.0,215.0,180.0,0,Urban,Y
LP003461,Male,No,3,Graduate,No,5952.0,5349.0,230.0,180.0,1,Rural,Y
LP003467,Male,Yes,3,Not Graduate,No,6569.0,8325.0,363.0,180.0,1,Rural,N
LP003472,Male,No,1,Graduate,Yes,3716.0,3058.0,357.0,180.0,0,Semiurban,N
LP003478,Female,No,3,Not Graduate,No,7522.0,3786.0,450.0,180.0,0,Semiurban,N
LP003482,Female,No,1,Graduate,Yes,9561.0,4589.0,408.0,240.0,0,Rural,Y
LP003484,Male,Yes,3,Not Graduate,Yes,10691.0,3786.0,275.0,180.0,0,Semiurban,N
LP003487,Female,Yes,0,Graduate,No,7503.0,2449.0,491.0,240.0,0,Semiurban,N
LP003505,Female,No,3,Graduate,No,9160.0,7723.0,70.0,240.0,0,Rural,N
LP003507,Female,Yes,1,Not Graduate,Yes,4785.0,2146.0,65.0,240.0,0,Urban,Y
LP003520,Male,Yes,1,Graduate,No,12206.0,7149.0,478.0,240.0,1,Rural,Y
LP003552,Male,Yes,0,Not Graduate,No,7190.0,4758.0,153.0,360.0,0,Rural,N
LP003553,Female,Yes,2,Graduate,Yes,8587.0,6062.0,235.0,240.0,0,Semiurban,Y
LP003554,Male,No,3,Not Graduate,Yes,2912.0,1531.0,181.0,360.0,1,Semiurban,N
LP003556,Male,No,0,Not Graduate,No,15635.0,3520.0,34.0,360.0,1,Rural,N
LP003570,Female,Yes,2,Graduate,Yes,8800.0,708.0,214.0,240.0,0,Urban,N
LP003573,Male,Yes,2,Graduate,Yes,8253.0,8537.0,141.0,180.0,1,Urban,Y
LP003578,Female,No,0,Graduate,No,18666.0,3622.0,404.0,240.0,0,Urban,Y
LP003580,Female,Yes,3,Not Graduate,Yes,8861.0,9111.0,283.0,180.0,1,Rural,N
LP003609,Male,No,3,Not Graduate,No,18866.0,8438.0,227.0,360.0,1,Rural,N
LP003618,Female,No,1,Not Graduate,No,2500.0,3643.0,372.0,360.0,0,Urban,N
LP003618,Male,Yes,3,Not Graduate,No,17589.0,7085.0,435.0,360.0,1,Urban,N
LP003624,Male,No,2,Graduate,No,3335.0,9173.0,476.0,180.0,0,Urban,Y
LP003624,Male,Yes,3,Graduate,No,16446.0,6201.0,26.0,180.0,1,Rural,Y
LP003628,Male,Yes,0,Not Graduate,Yes,8626.0,9797.0,212.0,240.0,0,Urban,N
LP003632,Female,Yes,2,Not Graduate,No,8396.0,1650.0,226.0,240.0,1,Urban,Y
LP003632,Male,Yes,2,Graduate,No,16830.0,8565.0,228.0,180.0,0,Semiurban,N
LP003634,Male,No,1,Not Graduate,No,8738.0,1344.0,163.0,180.0,1,Semiurban,Y
LP003634,Male,Yes,0,Graduate,Yes,5210.0,2782.0,323.0,360.0,0,Rural,Y
LP003636,Female,No,2,Not Graduate,No,9559.0,4504.0,56.0,180.0,0,Semiurban,Y
LP003658,Male,Yes,3,Not Graduate,Yes,17867.0,1978.0,465.0,240.0,0,Rural,N
LP003662,Male,Yes,1,Graduate,No,9614.0,8965.0,388.0,180.0,1,Semiurban,N
LP003671,Male,Yes,3,Graduate,Yes,10558.0,9172.0,180.0,240.0,0,Urban,Y
LP003681,Male,Yes,0,Not Graduate,Yes,11175.0,2033.0,308.0,240.0,1,Urban,N
LP003699,Male,No,2,Not Graduate,No,18849.0,904.0,381.0,360.0,1,Rural,N
LP003702,Female,No,0,Graduate,No,4870.0,1361.0,90.0,240.0,1,Rural,N
LP003706,Male,No,3,Not Graduate,Yes,14690.0,3983.0,186.0,180.0,0,Semiurban,N
LP003714,Female,No,2,Graduate,No,14829.0,3972.0,211.0,240.0,0,Rural,N
LP003716,Female,Yes,3,Not Graduate,Yes,3776.0,357.0,318.0,360.0,1,Rural,Y
LP003725,Male,Yes,0,Graduate,No,5676.0,9110.0,349.0,240.0,1,Semiurban,N
LP003725,Male,No,0,Graduate,Yes,8420.0,1983.0,43.0,360.0,0,Semiurban,Y
LP003726,Male,Yes,3,Not Graduate,Yes,12502.0,7154.0,192.0,360.0,0,Rural,N
LP003729,Male,Yes,0,Not Graduate,Yes,14513.0,3803.0,325.0,360.0,0,Rural,Y
LP003731,Female,Yes,2,Graduate,No,18765.0,6218.0,345.0,240.0,1,Urban,N
LP003732,Male,No,0,Not Graduate,No,2827.0,9682.0,196.0,240.0,1,Rural,N
LP003737,Female,No,0,Not Graduate,No,5944.0,7025.0,201.0,240.0,1,Urban,N
LP003738,Male,No,3,Graduate,Yes,12835.0,5651.0,119.0,360.0,0,Urban,N
LP003740,Male,No,2,Graduate,No,15679.0,21.0,81.0,360.0,1,Rural,N
LP003746,Female,Yes,0,Graduate,No,17179.0,2726.0,214.0,180.0,1,Rural,N
LP003759,Female,No,3,Not Graduate,No,6817.0,5346.0,152.0,180.0,0,Urban,Y
LP003763,Male,Yes,3,Graduate,No,13778.0,8141.0,282.0,180.0,0,Semiurban,N
LP003763,Male,No,2,Not Graduate,No,2094.0,3404.0,296.0,360.0,0,Urban,N
LP003774,Female,Yes,2,Graduate,Yes,17373.0,2733.0,224.0,240.0,0,Semiurban,N
LP003788,Male,No,0,Not Graduate,No,3130.0,162.0,499.0,180.0,1,Rural,N
LP003797,Male,No,0,Not Graduate,No,14870.0,4071.0,54.0,360.0,1,Urban,Y
LP003799,Male,No,1,Not Graduate,Yes,16975.0,1395.0,417.0,360.0,1,Semiurban,Y
LP003801,Female,No,0,Graduate,Yes,14326.0,7881.0,212.0,240.0,1,Urban,N
LP003805,Female,Yes,2,Not Graduate,Yes,12688.0,1454.0,391.0,360.0,0,Rural,Y
LP003828,Male,No,1,Not Graduate,No,19917.0,7017.0,487.0,240.0,1,Rural,N
LP003833,Male,No,2,Graduate,No,18201.0,8888.0,454.0,240.0,0,Urban,N
LP003834,Female,Yes,0,Graduate,No,9643.0,3017.0,396.0,180.0,0,Semiurban,Y
LP003842,Male,Yes,2,Graduate,Yes,4865.0,5001.0,272.0,180.0,0,Urban,Y
LP003843,Female,Yes,3,Not Graduate,No,17510.0,750.0,436.0,240.0,1,Urban,N
LP003843,Male,Yes,3,Not Graduate,No,12834.0,7868.0,495.0,360.0,0,Urban,Y
LP003845,Female,Yes,0,Not Graduate,No,9499.0,2519.0,382.0,360.0,1,Rural,N
LP003857,Male,Yes,1,Not Graduate,No,17838.0,937.0,444.0,360.0,1,Urban,N
LP003866,Female,Yes,3,Not Graduate,No,1871.0,5882.0,21.0,180.0,0,Semiurban,Y
LP003876,Male,No,3,Not Graduate,No,2707.0,9116.0,432.0,180.0,0,Rural,N
LP003878,Male,Yes,0,Graduate,No,17807.0,6890.0,233.0,180.0,1,Rural,Y
LP003895,Female,No,2,Graduate,No,15205.0,7491.0,479.0,240.0,1,Semiurban,Y
LP003918,Female,Yes,0,Not Graduate,Yes,3714.0,4736.0,351.0,240.0,1,Urban,N
LP003939,Male,Yes,2,Graduate,No,7645.0,2100.0,54.0,360.0,1,Urban,Y
LP003941,Male,No,3,Graduate,No,16162.0,6699.0,394.0,240.0,1,Rural,N
LP003948,Male,Yes,0,Graduate,No,5980.0,7860.0,252.0,240.0,1,Semiurban,N
LP003958,Female,Yes,3,Not Graduate,Yes,18899.0,4119.0,370.0,240.0,1,Semiurban,Y
LP003970,Female,Yes,1,Graduate,No,15662.0,8563.0,429.0,180.0,1,Rural,Y
LP003991,Female,Yes,3,Not Graduate,No,14043.0,1434.0,358.0,240.0,0,Urban,Y
LP003999,Male,Yes,2,Graduate,No,3637.0,320.0,242.0,180.0,1,Rural,N
LP004004,Male,Yes,1,Graduate,Yes,13409.0,6803.0,67.0,180.0,1,Rural,Y
LP004009,Female,No,2,Not Graduate,No,2217.0,196.0,419.0,240.0,1,Rural,Y
LP004010,Female,Yes,0,Not Graduate,Yes,15911.0,5039.0,290.0,240.0,0,Urban,N
LP004011,Female,Yes,0,Not Graduate,No,2006.0,8633.0,299.0,240.0,1,Rural,Y
LP004012,Male,No,2,Graduate,No,16838.0,3121.0,383.0,240.0,0,Rural,N
LP004014,Male,Yes,0,Graduate,Yes,3325.0,5744.0,468.0,240.0,0,Urban,N
LP004023,Female,No,3,Not Graduate,No,7646.0,7087.0,73.0,360.0,0,Rural,Y
LP004024,Male,Yes,0,Graduate,Yes,19944.0,9840.0,403.0,360.0,0,Rural,Y
LP004025,Female,No,1,Not Graduate,No,18178.0,1691.0,253.0,240.0,1,Urban,Y
LP004030,Male,Yes,0,Not Graduate,No,12308.0,5434.0,384.0,360.0,1,Urban,Y
LP004031,Female,No,3,Graduate,No,17772.0,9249.0,298.0,360.0,0,Rural,N
LP004042,Female,No,1,Graduate,No,5759.0,3064.0,195.0,180.0,1,Rural,Y
LP004045,Male,Yes,3,Graduate,Yes,4759.0,8791.0,114.0,180.0,0,Urban,N
LP004053,Female,Yes,3,Graduate,No,4500.0,1919.0,53.0,180.0,1,Rural,Y
LP004056,Female,Yes,1,Not Graduate,No,11127.0,1013.0,185.0,240.0,1,Urban,Y
LP004062,Male,Yes,0,Not Graduate,No,11280.0,5702.0,479.0,360.0,1,Urban,N
LP004066,Female,No,1,Graduate,Yes,1866.0,1817.0,197.0,180.0,0,Urban,Y
LP004069,Male,Yes,3,Graduate,No,13831.0,3486.0,171.0,240.0,0,Semiurban,Y
LP004071,Female,No,0,Not Graduate,Yes,5887.0,8562.0,417.0,360.0,0,Semiurban,Y
LP004077,Male,No,3,Graduate,No,12566.0,4606.0,424.0,240.0,0,Urban,N
LP004081,Female,Yes,1,Not Graduate,Yes,8667.0,6213.0,234.0,180.0,1,Urban,N
LP004087,Male,Yes,2,Not Graduate,Yes,13253.0,903.0,25.0,180.0,1,Rural,N
LP004092,Female,Yes,0,Graduate,No,2876.0,7196.0,145.0,240.0,1,Semiurban,N
LP004121,Male,No,1,Not Graduate,Yes,6358.0,9952.0,275.0,360.0,0,Semiurban,N
LP004127,Male,No,1,Not Graduate,Yes,3727.0,6585.0,159.0,360.0,1,Urban,N
LP004130,Male,No,2,Graduate,Yes,2358.0,5955.0,288.0,180.0,1,Urban,Y
LP004133,Female,No,1,Not Graduate,Yes,5092.0,8018.0,186.0,180.0,1,Rural,N
LP004144,Male,Yes,1,Not Graduate,No,17760.0,5520.0,243.0,360.0,0,Urban,Y
LP004146,Female,Yes,2,Not Graduate,Yes,18460.0,5145.0,405.0,180.0,1,Rural,Y
LP004158,Male,No,2,Graduate,Yes,15865.0,2310.0,38.0,240.0,0,Urban,Y
LP004169,Female,No,1,Graduate,No,12805.0,8067.0,363.0,180.0,1,Urban,N
LP004170,Male,Yes,2,Not Graduate,Yes,14358.0,4484.0,33.0,360.0,0,Semiurban,N
LP004176,Male,No,0,Graduate,Yes,6511.0,4730.0,380.0,180.0,1,Semiurban,Y
LP004187,Male,No,2,Not Graduate,No,13337.0,2972.0,77.0,180.0,1,Semiurban,Y
LP004199,Female,No,0,Not Graduate,Yes,10223.0,5414.0,426.0,240.0,1,Rural,N
LP004211,Male,No,1,Not Graduate,No,10570.0,6062.0,192.0,360.0,0,Rural,Y
LP004212,Female,Yes,0,Not Graduate,Yes,14220.0,7714.0,84.0,360.0,1,Urban,Y
LP004222,Male,No,2,Graduate,No,3317.0,6471.0,325.0,360.0,0,Urban,Y
LP004240,Female,Yes,1,Graduate,No,13708.0,1733.0,431.0,360.0,0,Semiurban,Y
LP004256,Male,No,1,Graduate,Yes,10682.0,2980.0,111.0,240.0,1,Rural,Y
LP004257,Female,Yes,3,Not Graduate,Yes,11342.0,1921.0,345.0,360.0,0,Rural,N
LP004273,Female,No,0,Graduate,No,6344.0,2992.0,484.0,240.0,1,Rural,N
LP004281,Female,Yes,1,Not Graduate,No,17448.0,6897.0,228.0,360.0,0,Rural,Y
LP004298,Female,No,0,Graduate,Yes,8660.0,2121.0,259.0,240.0,0,Semiurban,N
LP004307,Male,Yes,1,Not Graduate,Yes,4942.0,6064.0,237.0,360.0,0,Rural,N
LP004310,Male,Yes,0,Not Graduate,No,4392.0,1193.0,425.0,180.0,0,Rural,N
LP004313,Male,Yes,2,Graduate,Yes,8973.0,1019.0,457.0,180.0,0,Rural,Y
LP004321,Male,No,1,Graduate,No,14503.0,2336.0,261.0,360.0,0,Urban,N
LP004357,Male,No,1,Not Graduate,Yes,12256.0,317.0,116.0,360.0,1,Urban,N
LP004358,Female,Yes,0,Not Graduate,Yes,19097.0,8234.0,121.0,180.0,0,Rural,N
LP004358,Male,Yes,1,Not Graduate,Yes,6235.0,7656.0,457.0,240.0,0,Urban,Y
LP004365,Male,No,3,Graduate,No,12898.0,9561.0,149.0,180.0,0,Rural,N
LP004370,Female,No,0,Graduate,No,13922.0,9523.0,430.0,240.0,1,Urban,N
LP004372,Male,Yes,0,Not Graduate,Yes,9747.0,6430.0,404.0,360.0,1,Urban,Y
LP004377,Female,Yes,1,Graduate,No,8396.0,9561.0,27.0,360.0,1,Rural,Y
LP004386,Male,No,0,Graduate,Yes,2887.0,3170.0,105.0,360.0,1,Rural,Y
LP004399,Male,Yes,1,Not Graduate,No,18691.0,5591.0,228.0,180.0,1,Urban,Y
LP004407,Male,No,1,Graduate,No,6407.0,6570.0,288.0,360.0,1,Rural,N
LP004431,Female,Yes,0,Not Graduate,No,19070.0,7244.0,154.0,240.0,1,Rural,N
LP004444,Female,Yes,3,Graduate,Yes,9048.0,1442.0,236.0,180.0,0,Urban,N
LP004449,Male,Yes,0,Graduate,Yes,18767.0,726.0,151.0,180.0,1,Urban,N
LP004452,Male,No,3,Not Graduate,Yes,5989.0,1724.0,415.0,240.0,0,Urban,N
LP004459,Female,Yes,3,Graduate,No,13479.0,258.0,37.0,180.0,1,Urban,N
LP004475,Female,Yes,0,Graduate,No,18436.0,1522.0,48.0,360.0,0,Semiurban,N
LP004481,Male,No,1,Not Graduate,No,12397.0,710.0,218.0,180.0,0,Semiurban,N
LP004483,Male,Yes,0,Graduate,Yes,14201.0,8128.0,251.0,360.0,1,Semiurban,N
LP004492,Female,No,3,Graduate,Yes,19627.0,5181.0,260.0,360.0,0,Semiurban,N
LP004500,Female,Yes,0,Graduate,No,9655.0,5322.0,360.0,180.0,0,Rural,Y
LP004500,Female,Yes,2,Graduate,No,13669.0,5941.0,473.0,360.0,1,Rural,N
LP004512,Female,No,3,Not Graduate,No,16571.0,445.0,295.0,240.0,1,Semiurban,Y
LP004529,Female,No,0,Not Graduate,Yes,2528.0,6040.0,86.0,360.0,0,Urban,Y
LP004539,Male,Yes,3,Graduate,Yes,8526.0,6835.0,285.0,360.0,1,Urban,Y
LP004540,Male,Yes,3,Not Graduate,No,8964.0,997.0,456.0,360.0,0,Rural,Y
LP004543,Female,Yes,3,Not Graduate,Yes,10960.0,9690.0,451.0,180.0,1,Semiurban,Y
LP004546,Female,Yes,1,Not Graduate,No,8375.0,9528.0,186.0,360.0,1,Semiurban,N
LP004550,Female,No,0,Graduate,Yes,3264.0,546.0,319.0,180.0,1,Urban,Y
LP004552,Male,Yes,2,Graduate,Yes,17347.0,9538.0,444.0,240.0,1,Urban,Y
LP004558,Male,Yes,0,Not Graduate,No,14968.0,7174.0,341.0,240.0,1,Semiurban,Y
LP004568,Female,Yes,2,Graduate,Yes,18468.0,6867.0,459.0,360.0,0,Rural,N
LP004577,Female,Yes,2,Graduate,Yes,7367.0,3649.0,464.0,240.0,0,Semiurban,Y
LP004583,Male,Yes,3,Graduate,No,18871.0,7387.0,380.0,180.0,0,Rural,Y
LP004594,Male,Yes,1,Graduate,No,19719.0,8316.0,411.0,180.0,0,Urban,N
LP004595,Male,Yes,2,Not Graduate,No,10888.0,5559.0,236.0,240.0,0,Urban,N
LP004599,Male,Yes,0,Not Graduate,Yes,11168.0,4872.0,164.0,240.0,0,Semiurban,Y
LP004600,Male,No,2,Graduate,Yes,18260.0,5087.0,50.0,240.0,1,Urban,Y
LP004602,Female,Yes,1,Not Graduate,No,2841.0,5693.0,312.0,240.0,1,Urban,N
LP004616,Male,Yes,2,Not Graduate,No,5463.0,4780.0,360.0,240.0,1,Semiurban,N
LP004619,Male,No,1,Not Graduate,Yes,16973.0,2815.0,177.0,180.0,0,Rural,N
LP004635,Female,No,1,Not Graduate,Yes,7726.0,4213.0,90.0,240.0,0,Rural,Y
LP004636,Male,Yes,2,Not Graduate,No,17323.0,910.0,218.0,360.0,0,Semiurban,N
LP004653,Male,Yes,3,Not Graduate,No,3593.0,5989.0,336.0,360.0,1,Rural,N
LP004654,Female,No,3,Graduate,No,14153.0,8058.0,421.0,240.0,0,Rural,N
LP004656,Female,No,3,Not Graduate,No,11013.0,6215.0,43.0,360.0,0,Urban,N
LP004659,Female,Yes,1,Not Graduate,Yes,3622.0,6299.0,39.0,180.0,1,Rural,Y
LP004667,Female,No,1,Graduate,No,17995.0,7153.0,104.0,360.0,1,Rural,Y
LP004667,Female,Yes,0,Graduate,No,9876.0,4467.0,46.0,360.0,1,Rural,N
LP004673,Female,Yes,1,Not Graduate,No,19744.0,2455.0,235.0,360.0,0,Semiurban,Y
LP004680,Female,No,1,Graduate,Yes,7334.0,8415.0,199.0,240.0,0,Semiurban,N
LP004681,Male,Yes,0,Not Graduate,Yes,14140.0,7187.0,387.0,360.0,1,Urban,Y
LP004685,Female,Yes,2,Graduate,Yes,14478.0,4472.0,142.0,180.0,0,Urban,Y
